from_stop_id,to_stop_id,transfer_type,min_transfer_time
1722,3747810,2,195
1722,3749688,2,108
1722,3749689,2,215
1722,3749690,2,225
1722,3749691,2,252
1722,3749916,2,226
1722,3749937,2,249
1722,3764738,2,253
1722,3764739,2,247
1722,3764766,2,247
1722,3764794,2,186
1722,3764795,2,186
1722,3765151,2,254
1722,3765153,2,226
1722,3893335,2,187
1722,3893336,2,187
1722,3926217,2,207
1722,3926243,2,242
1722,4008837,2,252
1722,4008888,2,210
1722,4009642,2,252
1722,4009664,2,210
1722,4016358,2,242
1722,4016359,2,207
1722,4035038,2,210
1722,4035039,2,210
1722,4036660,2,254
1722,4036661,2,227
1722,4036747,2,226
1722,4036748,2,227
1722,4036749,2,235
1722,4036827,2,254
1722,4037283,2,226
1722,4045022,2,225
1722,4459239,2,226
1722,4459240,2,235
1722,4472773,2,225
1722,4472774,2,227
1722,4473190,2,210
1722,4473191,2,210
1722,4473192,2,252
1722,4726914,2,214
1722,4726915,2,205
1722,4726963,2,200
1722,5018190,2,254
1722,5018192,2,226
1722,5158081,2,226
1722,5158082,2,241
1722,5158083,2,235
1722,5657267,2,204
1722,5657268,2,205
1722,5657328,2,108
1722,6217415,2,210
1722,6217416,2,210
1722,6217417,2,252
1722,6961993,2,226
1722,7176249,2,254
1722,7176251,2,226
1722,7275548,2,226
1722,7275549,2,241
1722,7275550,2,235
1722,7376288,2,193
1722,7376289,2,193
1722,7376290,2,254
1722,7376291,2,252
1723,1166840,2,180
1723,1166841,2,180
1723,1715,2,480
1723,1724,2,141
1723,2460,2,480
1723,2469,2,149
1723,3747809,2,195
1723,3747810,2,195
1723,3749688,2,108
1723,3749689,2,215
1723,3749690,2,225
1723,3749691,2,252
1723,3749916,2,226
1723,3749937,2,249
1723,3764794,2,186
1723,3764795,2,186
1723,3893335,2,187
1723,3893336,2,187
1723,3926217,2,207
1723,3926243,2,242
1723,4008837,2,252
1723,4008888,2,210
1723,4016358,2,242
1723,4016359,2,207
1723,4035038,2,210
1723,4035039,2,210
1723,4036660,2,254
1723,4036661,2,227
1723,4036747,2,226
1723,4036748,2,227
1723,4036749,2,235
1723,4036827,2,254
1723,4045022,2,225
1723,4459239,2,226
1723,4459240,2,235
1723,4472773,2,225
1723,4472774,2,227
1723,4473190,2,210
1723,4473191,2,210
1723,4473192,2,252
1723,4726914,2,214
1723,4726915,2,205
1723,4726963,2,200
1723,5018190,2,254
1723,5018192,2,226
1723,5158081,2,226
1723,5158082,2,241
1723,5158083,2,235
1723,5657267,2,204
1723,5657268,2,205
1723,5657328,2,108
1723,6961993,2,226
1723,7176249,2,254
1723,7176251,2,226
1724,1715,2,480
1724,2460,2,480
1724,4035038,2,210
1724,4035039,2,210
1724,4473190,2,210
1724,4473191,2,210
1724,4473192,2,252
1729,3687426,2,210
1729,3687471,2,216
1729,3764643,2,195
1729,3764843,2,210
1729,3893394,2,210
1729,3893395,2,261
1729,4036988,2,261
1729,4037041,2,210
1729,4651132,2,195
1729,6591460,2,261
1729,6591520,2,195
1729,7170697,2,272
1729,7170698,2,272
1729,7170699,2,272
1729,7170700,2,272
1729,7275154,2,272
1729,7275155,2,210
1729,7275446,2,210
1729,7275447,2,272
1731,3442465,2,286
1731,3687416,2,232
1731,3687417,2,279
1731,3887776,2,279
1731,3887777,2,232
1731,3926191,2,232
1731,3926192,2,279
1731,4036998,2,279
1731,4036999,2,232
1731,4045010,2,232
1731,6591470,2,279
1731,6591471,2,232
1733,3687420,2,197
1733,3687421,2,203
1733,3813062,2,229
1733,3813063,2,220
1733,3926195,2,197
1733,3926196,2,209
1733,4036994,2,203
1733,4036995,2,197
1733,4045012,2,197
1733,6591466,2,203
1733,6591467,2,197
1734,3813532,2,210
1734,3813533,2,211
1734,3893390,2,200
1734,3893464,2,221
1734,3893465,2,228
1735,3442544,2,207
1735,3442545,2,207
1735,3763974,2,216
1735,3763975,2,216
1735,3764635,2,262
1735,3764636,2,220
1735,3764675,2,276
1735,3781622,2,207
1735,3781623,2,207
1735,3813518,2,201
1735,3813519,2,206
1735,4651121,2,220
1735,4889619,2,202
1735,4889620,2,243
1735,4890495,2,216
1735,4890496,2,216
1735,4890600,2,216
1735,5121400,2,216
1735,5121401,2,216
1735,5121402,2,208
1735,5122015,2,225
1735,5122016,2,220
1735,5138052,2,216
1735,5138053,2,235
1735,5138201,2,216
1735,5138202,2,216
1735,5138203,2,235
1735,5221739,2,225
1735,5221740,2,220
1735,5325169,2,207
1735,5325170,2,214
1735,5370720,2,220
1735,6041838,2,222
1735,6041839,2,222
1735,6861939,2,222
1735,6861940,2,222
1735,7275169,2,216
1735,7275170,2,216
1735,7275171,2,208
1735,7275430,2,216
1735,7275431,2,216
1735,7275461,2,208
1735,7376178,2,216
1735,7376179,2,216
1735,7376194,2,208
1736,3813187,2,210
1736,3813188,2,258
1737,3672111,2,258
1737,3672112,2,252
1737,3672266,2,258
1737,3690079,2,287
1737,3813316,2,216
1737,3813317,2,207
1737,3926272,2,287
1737,3926273,2,275
1737,3926378,2,258
1737,3926380,2,252
1737,4036625,2,252
1737,4036626,2,287
1737,4146112,2,252
1737,4459272,2,199
1737,4459273,2,258
1737,5231596,2,252
1737,5231597,2,287
1737,5231625,2,199
1737,5231626,2,258
1737,6263538,2,199
1737,6263539,2,287
1737,6263540,2,238
1737,6263541,2,258
1737,6263542,2,252
1738,3813147,2,198
1738,3813148,2,198
1738,3813200,2,226
1738,3813201,2,265
1738,3813202,2,228
1738,4022974,2,195
1738,4022975,2,191
1738,4023264,2,188
1738,4023265,2,188
1738,4036665,2,198
1738,4459235,2,191
1738,4677616,2,186
1738,4677617,2,186
1738,4726741,2,198
1738,6187652,2,198
1738,6187653,2,198
1738,7275541,2,191
1738,7275542,2,198
1740,3813530,2,207
1740,3813531,2,226
1740,4677657,2,276
1740,4677675,2,271
1740,4677676,2,234
1740,4677745,2,271
1740,4677746,2,234
1741,4766827,2,234
1741,5150147,2,270
1742,4016536,2,279
1742,4016537,2,279
1742,4211793,2,199
1742,4211794,2,206
1742,7275129,2,199
1742,7275130,2,206
1742,7305104,2,216
1743,3666567,2,195
1743,3666568,2,210
1743,3666626,2,195
1743,3666627,2,210
1743,3666678,2,195
1743,3666679,2,210
1743,3666730,2,195
1743,3666731,2,210
1743,3666776,2,195
1743,3740974,2,218
1743,3740975,2,184
1743,3750043,2,251
1743,3750045,2,244
1743,3813340,2,232
1743,3813341,2,214
1743,4035714,2,210
1743,4035715,2,195
1744,3813331,2,220
1744,3887739,2,194
1744,3972544,2,187
1744,3972545,2,192
1744,4035799,2,207
1744,4035819,2,227
1746,3813327,2,416
1746,3926433,2,376
1746,4035549,2,206
1746,4035550,2,206
1746,4036966,2,206
1746,4036967,2,206
1746,5747219,2,206
1746,5747220,2,206
1749,3813512,2,223
1749,3813513,2,207
1749,5121994,2,220
1749,5121995,2,242
1750,3749875,2,259
1750,3749876,2,275
1750,3749877,2,194
1750,3813506,2,208
1750,3813507,2,190
1750,4009396,2,193
1750,4009397,2,199
1750,4037029,2,198
1750,4473015,2,198
1750,7275652,2,198
1752,1753,2,156
1752,2431,2,131
1752,3673612,2,189
1752,3673613,2,198
1752,3687458,2,189
1752,3687459,2,198
1752,3813345,2,199
1752,3887742,2,211
1752,4009041,2,278
1752,6575219,2,220
1752,6591442,2,206
1752,6640087,2,253
1753,4009041,2,278
1755,4035035,2,186
1755,4035040,2,233
1755,4473170,2,244
1755,4473171,2,230
1757,3764804,2,241
1757,3764805,2,199
1757,3893345,2,241
1757,3893346,2,199
1757,3926205,2,199
1757,3926206,2,252
1757,4016331,2,199
1757,4016332,2,241
1757,5138033,2,252
1757,5138170,2,252
1757,5138171,2,244
1757,6129304,2,180
1757,6129305,2,180
1759,1956,2,600
1759,2211,2,600
1763,5138046,2,261
1763,5138190,2,261
1763,5138191,2,188
1764,3764647,2,203
1764,4037045,2,203
1764,4726927,2,210
1764,6591523,2,203
1764,7275215,2,203
1765,1764,2,103
1765,2374,2,79
1765,3764647,2,203
1765,3807629,2,222
1765,4037045,2,203
1765,4726927,2,210
1765,5018389,2,203
1765,6591523,2,203
1765,7275215,2,203
1766,1647,2,113
1766,1767,2,60
1766,2377,2,128
1766,2527,2,101
1766,3926396,2,204
1766,3926397,2,217
1766,4037268,2,217
1766,4726932,2,229
1766,4726955,2,254
1766,4726956,2,279
1766,4996987,2,254
1766,4996988,2,217
1766,4996989,2,207
1766,4997014,2,253
1766,6423465,2,253
1766,6423466,2,207
1766,6423467,2,217
1766,6423468,2,243
1766,6423469,2,256
1766,6591450,2,217
1766,6591526,2,229
1766,7170694,2,207
1766,967988,2,180
1766,967989,2,180
1767,1647,2,120
1767,2527,2,105
1767,3926396,2,204
1767,3926397,2,217
1767,4726932,2,229
1767,4726955,2,254
1767,4726956,2,279
1767,6591450,2,217
1767,6591526,2,229
1767,7170694,2,207
1767,967988,2,180
1767,967989,2,180
1772,4035551,2,221
1772,4035552,2,205
1772,4036968,2,221
1772,4036969,2,205
1772,5747221,2,221
1772,5747222,2,205
1774,1773,2,54
1774,2383,2,71
1774,3687091,2,191
1774,3764506,2,199
1774,3764806,2,286
1774,3764807,2,270
1774,3764846,2,191
1774,3893399,2,233
1774,4016330,2,191
1774,4016362,2,286
1774,4016363,2,270
1774,4037201,2,191
1777,3666593,2,227
1777,3666594,2,257
1777,3666664,2,257
1777,3666751,2,227
1777,3666790,2,227
1777,3678786,2,227
1777,3678787,2,257
1778,3763995,2,274
1778,3763996,2,321
1778,3764100,2,274
1778,4890517,2,274
1778,4890518,2,321
1778,4890615,2,274
1778,7275192,2,274
1778,7275193,2,321
1778,7275392,2,321
1778,7275393,2,274
1778,7376140,2,321
1778,7376141,2,274
1779,3747923,2,256
1779,3747924,2,252
1781,3887810,2,218
1781,3926247,2,288
1781,4037007,2,208
1781,4473030,2,208
1781,5121375,2,208
1781,6591479,2,208
1781,7275667,2,208
1782,1781,2,97
1782,2391,2,79
1782,3887810,2,218
1782,3926247,2,288
1782,4037007,2,208
1782,4473030,2,208
1782,5121375,2,208
1782,6591479,2,208
1782,7275667,2,208
1783,3673633,2,212
1783,4798887,2,251
1784,3673599,2,229
1784,3673600,2,226
1784,4036631,2,226
1784,4459268,2,229
1785,1784,2,100
1785,2394,2,94
1785,3673599,2,229
1785,3673600,2,226
1785,3687065,2,226
